지점명,date,nickname,review_content,wait_time
강남점,2025년 5월 18일 일요일,바나나우유18,안주 비주얼이 너무 조아요 👍👍👍 친구들과 약속으로 방문했는데 만족스러웠습니당,바로 입장
강남점,2025년 6월 1일 일요일,Broj2n,"친구 추천으로 왔는데, 요리들이 다 맛있습니다! 요리가 굉장히 맛있고, 분위기도 조용해서 이야기하기 좋았습니다. 다음에 또 오겠습니다 :)",바로 입장
강남점,2025년 7월 23일 수요일,051****,메뉴도 마싯고 직원분들도 친절하시고 조아요!!!!,바로 입장
강남점,2025년 7월 25일 금요일,dpd****,너무 맛있고 메뉴 구성도 알차요~안주 맛집이네용,30분 이상
강남점,2025년 5월 16일 금요일,쏘쿠리67,"양도 푸짐하고, 실내 인테리어도 예쁩니다.안주들이 다 맛있고 푸짐하네요.잘 먹었습니다.",바로 입장
강남점,2025년 7월 25일 금요일,Miia43,여기 분위기도 너무 좋고 맛있어요 ㅠㅠ,바로 입장
강남점,2025년 5월 17일 토요일,ㅎㅎㅎㅎ9884,오우아..사실 인스타 광고일 줄 솔직히 별 기대 안했는데 너무너무 맛있어요😳 다음에 또 방문 예정!!!!,1시간 이상
강남점,2025년 7월 27일 일요일,hun****,메뉴 특별해요 사람이 많네요,바로 입장
강남점,2025년 7월 15일 화요일,챈6414,여기 닭전골 너무 맛있어서 또 먹으러왔어요-!!!메뉴 다양해서 좋아요💗,바로 입장
강남점,2025년 7월 13일 일요일,dlr****,이 가격에 이 음식 미쳤습니당 최고에용,바로 입장
강남점,2025년 6월 16일 월요일,정우가,친구들과 함께 하기에 너무 좋은 장소 같아요안주도 너무 맛있고 메뉴도 다양하고 닭 가슴살이 있어서 운동하는 사람들한테 좋은 곳인 것 같아요너무너무 만족한 곳입니다더보기,바로 입장
강남점,2025년 7월 27일 일요일,bel****,포슬포슬 감자떡 맛있어요^^또올것같아요 ^^!!,바로 입장
강남점,2025년 7월 20일 일요일,yoo2wtnb,세트 메뉴 구성이 알차고 음식이 다 맛있어요!ㅎㅎ다른 메뉴도 궁금해서 또 오고싶어요~!!,10분 이내 
강남점,2025년 6월 14일 토요일,ㅇ90,음식도 맛있고 빠르게 나와요!,바로 입장
강남점,2025년 6월 27일 금요일,네넹44,기대안하고 왔는데 생각보다 양이 많고 특히 백숙 전골이 진짜 미쳤습니다 여기 와서 이거 안먹고 가면 후회하세요 꼭 드시고 가세요,바로 입장
강남점,2025년 7월 22일 화요일,ulw6uoal,매장 분위기나 특별한 메뉴들 다 만족햐요!!추천합니당,바로 입장
강남점,2025년 7월 14일 월요일,dgg****,맛있어요. 강남에서 이정도면 충분히 올만하다고 생각해요,바로 입장
강남점,2025년 7월 3일 목요일,펭범이,인테리어 신기하고 이뻐용 안주도 다 맛있습니당 추천!!,바로 입장
강남점,2025년 7월 23일 수요일,10****,평일임에도 불구하고 사람 엄청 많고 대박이에요d 술도 다양하고 안주도 너무 맛있어서 반드시 또 방문 예정임니다 ㅎㅅㅎd,바로 입장
강남점,2025년 7월 18일 금요일,홍성민629,독특한 컨셉 음식들이 맛있어요 :),바로 입장
강남점,2025년 7월 8일 화요일,lacm216,매장 컨셉이 계곡느낌이라 메뉴도 다른 곳에서 보기 힘들고 맛잇어요! 다음에 또 올 것 같아요,바로 입장
강남점,2025년 7월 17일 목요일,냥557,맛있고 분위기가 너무 좋아여 ㅎㅎ,바로 입장
강남점,2025년 3월 8일 토요일,도올고래,"와… 백숙 비주얼부터 남다름. 국물이 한방 재료 덕분인지 엄청 깊고 진한데, 살짝 구운 듯한 닭고기가 들어가 있어서 더 맛있었음! 닭 자체도 퍽퍽하지 않고 촉촉한데, 대추랑 인삼까지 들어가 있어서 몸보신 제대로 하는 느낌. 거기다가 바삭한 누룽지까지 곁들여져 있어서 국물에 적셔 먹으니까 그냥 끝남. 닭가슴살 따로 올려둔 것도 신박했음.그리고 디저트도 그냥 평범한 게 아니라서 놀람. 바삭한 고구마 튀김이랑 쫀득한 아이스크림 조합이 완벽하고, 거기에 인절미 가루랑 약과까지 올라가 있어서 한국적인 감성 제대로 살림. 솔직히 디저트만 따로 팔아도 먹으러 올 듯.더보기",바로 입장
강남점,2025년 5월 25일 일요일,겉절이2,분위기도 좋고 메뉴도 다양해서 좋습니다 8명 단체로 가능해서 좋았어요,바로 입장
강남점,2025년 7월 20일 일요일,모모1091,메뉴가 너무 특이하고 맛있어요가성비 좋음!!!😃❤️❤️,바로 입장
강남점,2025년 7월 11일 금요일,울닝이,닭이 큼직하고 국물도 진하고 맛있어요!,바로 입장
강남점,2025년 5월 31일 토요일,ksy****,음식 너무맛있고 직원분들 친절해요! 닭육전 강추입니다! 재방문의사 무조건~,바로 입장
강남점,2025년 7월 28일 월요일,허9824,또올곳다 맛있어요,30분 이내
강남점,2025년 6월 2일 월요일,가새55,진흙오리전병 사진 보고 홀려서 방문했어요. 비주얼만큼 맛도 좋아요!,바로 입장
강남점,2025년 7월 23일 수요일,정용호91,맛있다는 얘기듣고 와봤는데 진짜 맛있네요!!분위기도 넘 좋고 음식도 너무 예뻐요!!,바로 입장
강남점,2025년 7월 11일 금요일,kmj****,맛있고 분위기도 너무 좋아용~~~술이 술술 들어가는 것 같습니닷!!,30분 이상
강남점,2025년 5월 9일 금요일,민디이이,음식 빨리 나오고 직원분들 너무 친절해요!!선택장애있는데 세트메뉴 있어서 좋아용,바로 입장
강남점,2025년 7월 7일 월요일,선레발,해장닭전골 맛있어용 !! 술 땡기는맛 최고고 담에 또 올게영,바로 입장
강남점,2025년 6월 19일 목요일,ewqzaq,분위기가 좋고 안주가 너무 맛있어요~! 직원분들도 너무 친절하십니다 다음에 또 놀러올게요 😋,바로 입장
강남점,2025년 7월 17일 목요일,sabuzak0,메뉴 다양해서 너무 좋고 오리 진짜 맛있아요,30분 이내
강남점,2025년 5월 30일 금요일,방구배,너무 맛있게 잘 먹었어요소곱창도 냄새 안나고 오이도 완전 맛도리,바로 입장
강남점,2025년 7월 25일 금요일,jessica111584,메뉴가 맛있고 분위기가 좋아요,30분 이상
강남점,2025년 6월 18일 수요일,크크로옹,분위기가 너무 좋네요! 순살이라 먹기도 편하고 몸보신을 딱이었어요 ㅎㅎ비주얼 좋네욥🤍,30분 이내
강남점,2025년 7월 6일 일요일,홍꿀떡,음식이 맛있어요!웨이팅 없이 들어가서 좋았습니다 ☺️,바로 입장
강남점,2025년 4월 19일 토요일,J_96,음식도 빨리나오고 직원분들이 엄청 친절해요!!핫한곳이라 조금 시끄럽지만 음식도 맛있고 분위기 넘 좋아요🫶🏻🫶🏻🫶🏻,30분 이내
강남점,2025년 7월 21일 월요일,하멍하멍,분위기가 좋아요!음식이 특이하고 맛있어요!전통주 종류도 많아 다양하게 맛볼 수 있어요!,바로 입장
강남점,2025년 6월 22일 일요일,헿헤히힛,강남에 새로 생긴 맛집이라해서 와봤는데 분위기 엄청 좋고 메뉴도 다양하고 맛있어요!!!😊,10분 이내 
강남점,2025년 5월 23일 금요일,tnw****,모든 메뉴 다 존맛🩵 직원분들 모두 친절하시고 메뉴 하나하나 진짜 다 맛있어요......❤️❣️,바로 입장
강남점,2025년 7월 13일 일요일,토깽웅니,분위기조 좋고 친구들이랑 놀기 좋아요 !!!🩷,바로 입장
강남점,2025년 4월 20일 일요일,뮤뮤2295,분위기가 좋아요 조용하고 인테리어가 센스 있어여고기가 짱맛잇어용!!깔끔하구 또오고싶어요친절해용 감사합니다더보기,바로 입장
강남점,2025년 7월 11일 금요일,hwai1568,분위기 되데 좋고 맛있어영,30분 이상
강남점,2025년 7월 12일 토요일,HB연필43,종각점에서 너무 맛있게먹어서 강남점도 놀러왔어요!!조금 시끄럽긴 하지만^_^분위기 넘 좋네용 ㅎㅎㅎㅎㅎ,30분 이내
강남점,2025년 4월 3일 목요일,bleuheon,"분위기가 맘에 들어 들어왔는데 만족한 선택입니다닭고기 육전, 전골, 흑임자 오이 모든 메뉴가 다 특이하면서 맛있었어요하이볼은 우리식으로 재해석했다는데 부담스럽지 않고 맛있었어요음악도 조용히 분위기있는 옛날 노래가 좋았어요강남 올 일 있을 때 재방문할 것 같아요더보기",바로 입장
강남점,2025년 7월 7일 월요일,chodl96,음식 너뮤 맛있아요!! 술도 다양하고 매장도 넓고 깔끔해요💘,바로 입장
강남점,2025년 7월 3일 목요일,주발이2,국물이 맛있어요!! 완전 적당한 술안주로 굳!!!!👍🏻,바로 입장
강남점,2025년 5월 24일 토요일,다람이람다,음식 맛있어요!특히 대화하기 넘 좋은 것 같아요 ㅎㅎ,바로 입장
강남점,2025년 7월 14일 월요일,안녕939393,너무 맛있어요 전골이 진짜 맛있어요 국물이 끝내줍니다,바로 입장
강남점,2025년 7월 27일 일요일,coo****,남자친구랑 왔는데 분위기가 너무 좋아요,바로 입장
강남점,2025년 7월 15일 화요일,최형석16,얼큰해장닭전골 너무 맛있어요!! 오리 전병도 특이하게 맛있는 메뉴네요👍 강남역 맛집 아리계곡 다음에 재방문 할 것 같아요,바로 입장
강남점,2025년 7월 26일 토요일,이동진17,음식이 너무 맛있고 예뻐요,10분 이내 
강남점,2025년 6월 14일 토요일,BigBall,닭누룽지전골 너무 맛있어요!  분위기도 좋고 안주가 맛있어서 또 오고 싶어요🩷,30분 이내
강남점,2025년 6월 27일 금요일,ans****,너무 맛있고 분위기 좋고 양도 많고 너무 좋운 시간이였어요,바로 입장
강남점,2025년 6월 18일 수요일,욤임,몸보신하러 온 기분입니다ㅎㅎ,바로 입장
강남점,2025년 7월 4일 금요일,reeev,너무 맛있고 분위기 좋네요,30분 이내
강남점,2025년 6월 13일 금요일,kkkm62,닭으로 먹을수 있는 맛있는 음식들 집합체에요! 전골인데 매콤한데 한방향도 조금나는데 맛있고..? 육전은 진짜 필수에요ㅠ,30분 이상
강남점,2025년 5월 21일 수요일,kjjm,안주 진짜맛있어용! 또올게요특히 닭전골이랑 육회가 맛있어영!!!,바로 입장
강남점,2025년 7월 16일 수요일,주보리02,분위기 좋고 곱창전골 시켰는데 존맛탱이에요 다른메뉴 먹으러 또올게요💕,바로 입장
강남점,2025년 5월 2일 금요일,그리다23,테이블 간격이 좁은 편이 아니라 대화 나누기 괜찮았고 금요일 17시쯤 오니 사람도 많이 없어서 좋았어요! 직원분들도 모두 친절하시고 음식도 맛있었습니다 재방문 의사 있어요! (흡연구역이 가게 바로 앞이라 더 좋았습니당)더보기,바로 입장
강남점,2025년 7월 19일 토요일,son****,너무 맛있고 분위기도 좋아용 최고,30분 이내
강남점,2025년 2월 21일 금요일,정모찌랑,웨이팅 30분좀 넘게 하고 들어왔는데충분히 기다릴만 합니당메뉴들이 다 맛있어요!!!사람이 많아서 좀 시끄럽긴 하지만 그만큼 맛집이니까..감안하고 강남에서 한잔 한다면 꼭 올만한 집특히 다른곳에선 안파는 술들이 많아서 너무 좋아용🥰👍🏻더보기,30분 이상
강남점,2025년 4월 1일 화요일,형준4165,"3일 전, 토요일에는 대기인원이 너무 많아 오늘 방문했습니다! 우선 매장 인테리어가 고급지며 자연과 가까우며 한국적인 느낌이 들어 좋습니다. 음식은 확실히 건강한 맛? 일반적인 식당에서는 느낄 수 없는 신선함이 있었고 크게 자극적이지 않으며 주류와 잘 어울렸습니다.더보기",바로 입장
강남점,2025년 5월 1일 목요일,hea****,인테리어가 괜찮고 술종류가 많아요! 예약하고 오시는걸 추천드립니당!! 안주도 맛있고 강남에서 술마시기 좋은것 같아요!!,바로 입장
강남점,2025년 7월 21일 월요일,두겁이다,복날 다음이지만 맛있는 닭요리 먹고싶어서 방문했어요동료들이랑 먹기 좋아요!,바로 입장
강남점,2025년 7월 19일 토요일,코코넛1828,분위기도 좋고 보양식을 먹는거같아서 정말 좋았어요 다음에도 이용할게요!,바로 입장
강남점,2025년 6월 3일 화요일,본투비미식가님,분위기도좋고가격도싸고 음식도 신기하니 맛나요ㅎ보양식인것같아 아주만족합니다ㅎ,바로 입장
강남점,2025년 7월 23일 수요일,블랙망고59,메뉴가 신박하고 다양해서 좋았어요 다만 주점이라 그런지 양이 적어서 많이 시켜야 할 것 같아요~^^;;,바로 입장
강남점,2025년 5월 24일 토요일,우가우가1648,진흙 오리 전병을 묵고싶었는데 품절되서 너무 아쉽지만아쉽지만다른 인기메뉴를 먹었는데 맛있고 모두 친절하시네요자리도 넓게 옮겨주셔서 좋네요!더보기,바로 입장
강남점,2025년 7월 6일 일요일,ole****,닭이 맛있고 분위기가 힙해요,바로 입장
강남점,2025년 6월 23일 월요일,김서준7291,다양하고 저렴한 메뉴가 많고 인테리어를 신경 쓴 게 느껴집니다. 맛있어요,10분 이내 
강남점,2025년 6월 13일 금요일,rl0rl0,메뉴가 흔하지 않은데 또 다양해서 좋아요!! 안에 들어가는 재료들도 풍부하고 담금주하이볼도 존맛이에요!!,바로 입장
강남점,2025년 7월 4일 금요일,쑬75,분위기 좋은 음식 빨리나와요. 음식도 맛있어요!,바로 입장
강남점,2025년 7월 12일 토요일,dus****,분위기도 너무 좋고 음식이 너무 맛있습니다!! 강추드랴요 ㅎㅎ,바로 입장
강남점,2025년 6월 1일 일요일,김은지3370,분위기도 좋고 안주도 맛있어요!!대기 없이 바로 들어와서 너무 좋고 항아리너무 귀여워요,바로 입장
강남점,2025년 5월 4일 일요일,으농이1210,안주도 독특하고 맛있어요 😛😛 국물이 얼큰하고 닭도 너무 부드러워요 ㅎㅎ 다음에도 또 올게요~,바로 입장
강남점,2025년 6월 8일 일요일,원챌니,분위기 너무 좋아요!!! 안주도 엄청 다양하고 전통주 종류도 많아서 앞으로 자주 오려구여🥰🥰🥰,바로 입장
강남점,2025년 7월 16일 수요일,랑랑117,비도 오는데 뜨근한 국물과 보양하러 왔습니다.육회랑 닭전골 먹었는데 샤브샤브처럼 먹는 것도 신기하고 맛있었어요!,30분 이내
강남점,2025년 6월 23일 월요일,jin950809,맛있고 분위기가 너무 조아요!,10분 이내 
강남점,2025년 6월 25일 수요일,원숭이22,"일단 사장님이나 점원분들이 진짜 너~~~~~무 친절하세요, 세트메뉴도 가성비가 좋고 안주들도 든든한 것들이 많아서 1차로 식사겸오기에도 나쁘지않고 2.3차로는 당연히 좋구요.추가적으로 인테리어가 개방감이 있고 창문이 커서 시원시원한 느낌이 들어서 좋아요.×꼭 누룽지추가하셔서 드셔보시면 좋겠어요 미미미친 맛입니다잇!더보기",바로 입장
강남점,2025년 4월 26일 토요일,붐샤캬라카,술마시러 왔다가 건강챙겨가는 느낌입니다.독특한 안주라서 먹는 재미가 있어요!,바로 입장
강남점,2025년 7월 7일 월요일,chl****,"인스타 광고 보고 갔는데, 실물이 귀엽도록 작아서 놀람. 근데 또 잘라서 먹으니 배가 부른 희한한 양. 오리고기 되게 맛있음. 7시부터는 엄청 사람들 바글바글 해서 대화는 좀 힘들고, 술 마시고 시끄럽게 떠들러 가려면 괜찮을듯. 음식도 안주도 술도 괜찮아 보였음더보기",바로 입장
강남점,2025년 4월 19일 토요일,ccccoooo,주말에 타이밍 좋게 웨이팅 없이 들어왔는데 인테리어가 계곡느낌을 제대로 살아있었고요⛲️추천메뉴는 진짜 얼큰하니 너뮤 맛있으니 추천메뉴인 이유가 있어요!!다음에도 방문할 의사 무조권있다➡️ 200%그리고 직원분들 다들 쏘 친절👍더보기,바로 입장
강남점,2025년 6월 20일 금요일,wlg****,"국물이,,,드셔봐야 알아요,,,다양한 주종있어서 너무 좋아요🙂💓",30분 이내
강남점,2025년 7월 26일 토요일,wsh****,음식 진짜 다 맛있고 직원분들도 다 친절해요 👍🏻,30분 이상
강남점,2025년 7월 26일 토요일,sjl****,여름철 보양식으로 딱이에요!! 특별한 메뉴라서 더 좋았습니다~,바로 입장
강남점,2025년 6월 21일 토요일,빵그리975,날씨가 넘 더워서 몸보신할겸 왔어요! 분위기도 넘 좋고 매장도 넓어요! 사람도 많아서 음식도 금방금방 나오고 좋습니다~ 다음에 또 올게요 ㅎㅎ,바로 입장
강남점,2025년 7월 29일 화요일,Bliss찬,국물이 끝내줘요,바로 입장
강남점,2025년 4월 24일 목요일,가던말던,동료 추천으로 와봤는데 핫플이네오 !!음식 세트도 있어서 너무 좋고 맛있어요 ✨👍🏻,바로 입장
강남점,2025년 5월 3일 토요일,Blue Moon,"오랜만에 친구와 강남역에서 술한잔 하러 아리계곡에 들렸어요. 분위기도 좋고, 안주 깔끔해요. 원조닭전골 소주 안주로 너무 좋네요. 직원분들도 친절해요!",10분 이내 
강남점,2025년 7월 25일 금요일,woa****,너무 맛있었어요 비주얼도 좋네요,바로 입장
강남점,2025년 6월 30일 월요일,hee****,"분위기가 너무 좋고 국물이 너무 맛있습니다!!강남역에 이런 곳 찾기 힘든데, 또 방문하고 싶어요!✌️✌️",바로 입장
강남점,2025년 5월 8일 목요일,리뷰로거최샐리,너무 비주얼이 좋아서 또 왔어요! 시그니처 주류들 중 하이볼이 최고예요!,바로 입장
강남점,2025년 5월 15일 목요일,린넨,동료들과 회식차 방문했습니다.들어설때부터 분위기가 너무 좋았습니다.복분자 하이볼 특색있어 보여 주문했는데 정말 정말 정말 맛있어서 쑥쑥 들이켜게 되더라구요.불닭볶음 주문했는데 너무 맛있었어요.어떤 주종과도 잘 어울릴 맛이였어요.통돼지후라이드도 술안주로 제격입니다. 누구와 와도 좋을 장소입니다.더보기,바로 입장
강남점,2025년 6월 24일 화요일,nak****,너무 마싯고 친절하세여 닭도 마싯어요 체고!,바로 입장
강남점,2025년 7월 28일 월요일,지나가는박씨,강남의 계곡힙하지만 1호선 할아버지의 메뉴를 즐길 수 있습니다,10분 이내 
강남점,2025년 6월 20일 금요일,miz****,맛있게먹었습니다 감사합니당!,바로 입장
강남점,2025년 6월 6일 금요일,Alpha86,처음 와봤는데 메뉴가 다 너무 맛있어보여서 고민이 됐습니다닭전골이랑 오리전병 먹었는데 너무 맛있었고다음에는 소곱창전골도 먹으러 다시 오고싶어요더보기,바로 입장
강남점,2025년 7월 15일 화요일,밍9461,주말에 웨이팅이 길어서 못 먹었던 얼큰 닭전골에 막걸리 드디어 먹었습니다!! 기대 이상으류 맛있었어용,바로 입장
강남점,2025년 6월 17일 화요일,tha****,저번에 왔었는데 웨이팅이 너무 오래걸릴것같아서 오늘 다시 도전하고 성공했습니다>< 대표안주 닭전골도 너무 맛있고 하이볼있어서 너무 좋았어요 여자분들이 좋아하실듯!!더보기,30분 이상
강남점,2025년 6월 23일 월요일,lee****,운동 끝나고 건강하게 맛있는 보양식이랑 한잔하고싶어서 검색해서 찾아왔습니닿ㅎㅎ양도 낭낭하고 분위기도 좋아서 또 올꺼같아요ㅎ!,바로 입장
강남점,2025년 6월 4일 수요일,jun****,매뉴가 진짜 신기하고 비주얼이 좋아요! 맛있게 잘먹었습니다!!,바로 입장
강남점,2025년 7월 25일 금요일,이지훈8885,오랜만에 친구들과 만나서 맛있는 닭백숙과함께 즐거운 시간을 보냈어용,바로 입장
강남점,2025년 7월 25일 금요일,현이279,"오리고기가 먹고 싶어 방문했던 곳.생각 의외로 내부 컨디션 훌륭했고,분위기도 훌륭했습니다!그리고 음식 즐길거리가 다양해서 좋더라고요.다음에 올땐 다른 음식으로 도전해 보려고요!더보기",바로 입장
강남점,2025년 7월 22일 화요일,여진사우르스45,맛있어오 짱짱 두 번째 방문인데 여전히 굳,바로 입장
강남점,2025년 7월 1일 화요일,cha****,인테리어가 독특해서 예뻐용매장 음악도 취향 저격이었어욤재방문 할 의사 99%입니다앙,바로 입장
강남점,2025년 6월 28일 토요일,ret****,개맛도리 진짜 와서 먹을만한 조합이랑 맛입니당,바로 입장
강남점,2025년 7월 29일 화요일,7ling7ling,음식이 맛있구 신기한 술도 많아영 !!!!! 🤤🤤,바로 입장
강남점,2025년 6월 18일 수요일,Sujung,너무 맛있고 분위기도 좋아여~~~강추드립니다,바로 입장
강남점,2025년 4월 17일 목요일,0321028,"분위기 좋은 아리계곡, 또 가고 싶은 곳!직장 끝나고 친구랑 가볍게 한잔하려고 들른 한식 주점인데, 분위기부터 음식까지 너무 만족스러웠어요.술 종류도 다양해서 고르기 재미있었어요.직원분들도 친절하고, 테이블도 많아서 편했어요.가격대도 부담 없고, 전체적으로 재방문의사 100%!소소한 하루의 피로를 풀기에 딱 좋은 곳입니다.더보기",바로 입장
강남점,2025년 6월 21일 토요일,유진하73,하이볼이랑 전골이 맛있어용,30분 이내
강남점,2025년 5월 28일 수요일,33t****,너무 맛있어사 또왔어요!! 아귀간 육회도 맛있고 전골도 맛있네요 ㅎㅎ,바로 입장
강남점,2025년 6월 19일 목요일,Playingwithearth,항상 강남 올때마다 재방문하는 맛집입니다~~~!!!,바로 입장
강남점,2025년 5월 10일 토요일,어쩔붕어빵저쩔,메뉴 다양하고 가격이랑 양이랑 맛도 짱!너무 자극적이도 않고한식 그 잡채근데 분위기 짱좋고 컨셉도 좋아서 술이 술술 넘어가용더보기,30분 이상
강남점,2025년 3월 25일 화요일,그린6927,아리계곡 이름값하는 메뉴 있길래 궁금해서 와봤는데 분위기도 좋고 맛도 있어서 기분 좋게 놀다 가요!! 직원분들도 친절하셔서 더 좋았습니다 ◡̈,바로 입장
강남점,2025년 4월 24일 목요일,라일락2225,국물이 얼큰!매콤! 감칠맛나고 맛있어요!오이도 아삭아삭하고 자꾸 손이가는 메뉴였어요~~!,바로 입장
강남점,2025년 7월 20일 일요일,곰팡이는옥시싹싹,맛있어요~ 잘 먹었습니다~,바로 입장
강남점,2025년 6월 22일 일요일,냐옹이형,안주가 엄청 맛있어보이고 여름에 오기 딱입니두 ㅎㅎ 추천합니다~!👼🏻,바로 입장
강남점,2025년 4월 17일 목요일,sta****,여기 진짜 메뉴가 장난아닙니다맛도 장난 아닙니다~!💕지인짜 맛있어요~~~!,바로 입장
강남점,2025년 7월 19일 토요일,님35,맛있게 잘먹었네요,30분 이상
강남점,2025년 5월 11일 일요일,sun****,"매장도 넓고, 깨끗해서 모임하기 너무 좋은 것 같아요:)소곱창순두부전골 얼큰하고 너무 맛있습니다ㅎㅎ다음에 재방문의사 있습니다!",바로 입장
강남점,2025년 3월 22일 토요일,한슬559,인터넷 서치 후 방문했는데 사람도 많고 분위기도 좋아요~ 남자친구랑 첫 강남인데 시작이 좋은 기분 !음식도 맛있고 금방 나옵니다~,바로 입장
강남점,2025년 7월 20일 일요일,kj0524,맛있고 분위기도 좋고 직원분들도 친절하네요~,바로 입장
강남점,2025년 6월 29일 일요일,y2k****,오리전골이 너무 먹고 싶어서 왔는데 비주얼부터 최고에요 떡사리도 맛나게 먹어볼게요!,바로 입장
강남점,2025년 7월 12일 토요일,fel****,맛있고 순살이라서 먹기 좋아요,10분 이내 
강남점,2025년 7월 3일 목요일,Co777,음식도 너무 맛있구 분위기가 장난아니에요!!!오랜만에 친구들만났는데 너무 좋은 시간 보냈어요👍,바로 입장
강남점,2025년 7월 3일 목요일,진혁스,비주얼부터 맛 분위기 모두 조용하고 맛있어서 재방문및 단체 회식으로 정말좋아보입니다!!,바로 입장
강남점,2025년 7월 18일 금요일,ㅇ0ㅇ67,맛있어요!! 금욜 6시반쯤부터 기하급수적으로 웨이팅이 늘어납니당,10분 이내 
강남점,2025년 5월 30일 금요일,맛있으면 우는 부엉이ㅎ,웨이팅 지리길래 왤케 웨이팅이 긴가 했는데 넘 맛나네오 비쥬얼 끝판왕임요,30분 이내
강남점,2025년 6월 15일 일요일,치즈앰,ㅓ오미자하이볼 맛있어용 ㅎㅎ 음식들도 가격도 괜찮고 좋아용,바로 입장
강남점,2025년 6월 25일 수요일,sun****,메뉴가 다양하고 사장님이 친절하시고 설명도 잘 해주세요 ㅎㅎ음식도 너무너무 맛있어서 비오는 날 딱이었어요ㅠㅠ🤣💕💕더보기,바로 입장
강남점,2025년 7월 11일 금요일,sonsu1210,여름에 분위기 좋게 맛있는 음식과 한잔했습니다!,1시간 이상
강남점,2025년 6월 22일 일요일,윤10,맛나고~~~ 든든하고~~~ 건강해~~~~,10분 이내 
강남점,2025년 7월 23일 수요일,안라루,"음식이 짱 맛있고, 단체로 오기 좋아요 짱",10분 이내 
강남점,2025년 5월 2일 금요일,왕깜지,인테리어도 좋고 넓고 마싯서용~~,바로 입장
강남점,2025년 4월 30일 수요일,young ran,강남역 분위기도 좋고 동료분들과 친목하기 좋았어요오 직원분들 넘 친절하십니다! 술집 분위기도 넘 좋고 주문은 QR로 해요ㅎㅎ,바로 입장
강남점,2025년 7월 5일 토요일,파일저장용계정77,되게 안주 자체가 신선했고 되게 맛있었어요!,10분 이내 
강남점,2025년 7월 5일 토요일,jho****,분위기도 너무 좋고 안주도 맛있어요!,30분 이내
강남점,2025년 6월 14일 토요일,djh****,음식도 너무 맛있고 직원분들도 친절하십니다 추천드려요~~,바로 입장
강남점,2025년 4월 17일 목요일,hyu****,"예전에 한번 와보고 맛있어서 친구들이랑 또 왔어요!😊 저번이랑 다른 메뉴들 위주로 시켰는데 너무 맛있고, 직원분들도 너무 친절해요👍",바로 입장
강남점,2025년 5월 6일 화요일,my_****,강남역에 크다란 술집이 있어 좋네요 ㅎㅎ안주더 다양하고 술도 다양해서 여럿이와도 취향껏 즐길 수 있을 것 같아요!!!!바질 백숙이라니 너무 신박하쟈나🌸🤩🩷🍀더보기,바로 입장
강남점,2025년 6월 14일 토요일,살구34,강남역에 숨은 맛집✨ 넓어서 모임하기도 좋은 듯 합니다!!,30분 이내
강남점,2025년 4월 19일 토요일,Ozl54,"아리 계곡 안주가 너무 맛있어 보여서 왔어요!안주 맛집, 하이볼 맛집이에요~",바로 입장
강남점,2025년 6월 18일 수요일,지수리수리님,예전부터 눈여겨보다 오늘 드디어 방문음식도 맛있고 추천해용!,10분 이내 
강남점,2025년 7월 16일 수요일,ribble,국물이 맛있고 인삼도 있어서 건강해지는 기분이에요!!,바로 입장
강남점,2025년 6월 17일 화요일,0neN0nly,"여기만의 독특한 메뉴가 있어서 좋구, 자리도 넓어요!!",바로 입장
강남점,2025년 6월 12일 목요일,The Globalian,메뉴도 다 맛있고 분위기도 좋고 너무 친절하세요😁,바로 입장
강남점,2025년 7월 12일 토요일,랄랑026,매장 분위기도 좋고 시원해요!메뉴들도 다양하고 맛있네요 ㅎㅎㅎ,10분 이내 
강남점,2025년 4월 25일 금요일,지나가던 딩,두번째 방문이에용분위기 좋고 조명이 좀 어두운 편이라 저녁에 모임하기 딱 좋을 것 같아요 ㅎㅎ메뉴가 되게 다양한데 닭전골이 역시 메인이라서꼭 먹어야 하는걸 추천드립니다그리고 생각보다 오이무침이 완전 입맛도 돋구는 별미에요~~ㅎㅎ 꼭 시켜먹어보셔요더보기,바로 입장
강남점,2025년 3월 30일 일요일,프로탐방러,강남역 술집 아리계곡분위기도 좋고 핫해서 강남데이트로도 추천함 🫶❤️또한 안주들도 다 존맛탱이라 1차나 2차 술집 다 좋은 강남술집👌👌❤️더보기,바로 입장
강남점,2025년 7월 15일 화요일,뮹뮹자,안주 맛있고 직원분들 친절해요 💟,바로 입장
강남점,2025년 7월 13일 일요일,Jhyeong,맛있게 잘먹겠습니다!,바로 입장
강남점,2025년 6월 16일 월요일,dnj****,저번에 왓는데 너무 좋아서 친구데리고 왓어요😆분위기도 좋고 너무 맛도리에요😆🥰,바로 입장
강남점,2025년 3월 29일 토요일,루나맛집탐방,안키모 누룽지육회를 먹었는데 누룽지를 으깨서 육회랑 섞어 먹는 건 이색적이라 괜찮았어요근데 저는 누룽지는 누룽지대로 이렇게 이렇게 대로 먹는 게 더 맛있고요 육회는 달달하면서 맛있었어요!!분위기는 진짜 이뻤는데 만석인 만큼 너무시끄럽더라구요살짝 데이트 하러 가기에는 말소리가 잘 안 들리는 느낌 아쉽네요ㅜ 평일에도 한 번 다시 가볼려고요!더보기,바로 입장
