,0
923,"박보검. 사진제공 | 더블랙레이블연기는 물론 노래까지 한다.박보검이 주연 드라마 ‘굿보이’ OST ‘날 찾아가는 길’을 13일 각종 온라인 음원사이트를 통해 공개한다.‘날 찾아가는 길’은 감성적인 어쿠스틱 선율이 돋보이는 곡으로, 박보검의 섬세한 표현력과 깊은 감정선, 담백함 등으로 시청자들의 마음에 울림을 더한다.평소 음악에 대한 애정과 관심이 각별하기로 알려진 박보검은 탄탄한 가창력과 특유의 풍부한 감수성으로 드라마의 몰입감을 극대화한다.사진제공 | SLL‘굿보이’의 허성진 음악감독은 드라마 속 서사의 감정선을 섬세하게 담아내며 서툴지만 아름다웠던 기록을 음악으로 풀어낸다. 여기에 DUNK, Andreas Öhrn, Jimmy Claeson 등 실력파 프로듀서들이 협업해 곡의 짜임새와 완성도를 높였다.특히 ‘날 찾아가는 길’은 ‘굿보이’ 13부 엔딩에 삽입돼, 특채팀의 지난날들이 교차하며 감정이 절정으로 치닫는 순간을 장식했다."
924,"[텐아시아=이소정 기자]사진=텐아시아DB오늘(13일) 방송되는 SBS '런닝맨'에서는 온몸으로 구르는 몸싸움 레이스가 시작된다.최근 진행된 녹화는 '금을 받아 갈 수도 있어'로 꾸며져 15주년을 맞이해 '런닝맨' 최고 상품인 금을 받으려면 알코인을 최대한 많이 모아야 했다. 그러나 최고 상품을 갖기 위한 여정은 험난했다.사진=SBS미션 장소에 도착한 멤버들을 반긴 것은 15주년을 맞아 '다시 보고 싶은 런닝맨' 게임으로 한층 더 업그레이드한 초대형 비눗물 슬로프였다. 이를 본 슈퍼주니어 이특·은혁·규현은 ""진짜 옛날 예능이다""라며 헛웃음을 지었다. 이토록 모두를 겁먹게 한 히말라야 급 비눗물 슬로프 등반 미션에 있어 명실상부 '에이스' 김종국마저 조련당했다. 그를 조련한 주인공은 누구일지, '피지컬 甲' 김종국이 몸싸움 미션에서 승리를 빼앗겼을지 본 방송에 관한 관심이 고조된다.사진=SBS금 상품을 앞두고 '한판 뒤집기' 베팅 찬스도 주어졌다. 상대 팀의 행동 결과를 정확히 예측하면, 베팅한 코인의 최대 5배까지 획득할 수 있었다. '소문난 불나방' 유재석부터 승부사 규현까지, 다들 예능꾼다운 통 큰 베팅을 선보이며 큰손 기질을 발휘해 모두의 이목을 집중시켰다. 이에 유구한 '똥손' 역사를 자랑하는 멤버들이 이번에도 또 쪽박을 찰지, 아니면 기적의 대역전극을 써 내려갈 수 있을지 궁금증이 커진다.사진=SBS15년 치 예능 액기스가 농축된 '금을 받아 갈 수도 있어' 레이스는 오늘 오후 6시 10분에 방송되는 '런닝맨'에서 확인할 수 있다."
925,"전영록이 암 투병설을 해명했다.12일 방송된 MBN '속풀이쇼 동치미'에는 이홍렬이 중학교 동창 전영록과 만났다.이날 교복을 입고 등장한 이홍렬은 ""중학교 동창을 만나러 왔다. 이 친구는 나와 사이클이 다르다. 우린 아침에 일어나는데 이 친구는 아침 6시에 잔다""고 하며 친구를 찾아갔다. 이홍렬의 55년 지기 절친은 가수 전영록.이홍렬이 준비한 질문을 뽑은 전영록은 대장암 투병과 관련된 소문에 대해 ""너무 좋다. 얘가 없으면 이 얘기를 못한다. 얘 때문에 벌어진 일이다. 과거 같이 출연한 방송에서 제작진이 암 진단을 받았냐고 묻기에 대장 용종 제거를 했다고 했다. 녹화 당시 준비한 대로 차를 마시면 좋다고 했는데 이홍렬이 '근거가 있어?'라고 했다. 그래서 차 얘기한 게 편집이 됐고, 내가 암 환자가 된 것""이라고 설명했다.전영록은 ""대장암 투병하다가 내가 방송에 나온 게 돼서 내가 죽었다는 뉴스가 80개 나왔다. 누나한테 전화가 왔다""고 하며 ""친구가 불러줘서 흔쾌히 방송을 수락했지만 이런 소문의 진실을 밝히고 싶었다. 내가 하고 싶은 노래만 하고 있으니 사람을 죽이더라""고 덧붙였다.한편 MBN '속풀이쇼 동치미'는 매주 토요일 오후 11시 방송된다."
926,"박병은이 '냉부상사' 전무로 변신한다.오늘(13일) 밤 9시에 방송되는 JTBC '냉장고를 부탁해'(연출 이창우, 이린하)에서는 건강과 낚시, 그리고 음주에 진심인 박병은의 다채로운 냉장고 속 재료로 셰프들의 한판 승부가 펼쳐진다.이날 첫 번째 대결에서는 박병은이 직접 잡은 해산물을 활용한 대결이 벌어진다. 휴식기를 가지고 오랜만에 복귀한 샘킴은 ""그동안 반성하는 시간도 가지고, 요리 공부도 열심히 했다""며 달라진 모습을 예고한다. 이에 정호영은 ""박병은 씨가 제주도에서 잡은 해산물로 알고 있다"", ""이날을 위해 제주도로 장가간 것 같다""며 자신만만한 태도를 보인다.이어지는 두 셰프의 불꽃 튀는 신경전이 분위기를 한껏 고조시킨다. 3연패 후 흑화해 돌아온 샘킴은 ""정호영 요리는 뻔하다"", ""요리도 춤도 별로다""라며 독설을 퍼붓는다. 이를 들은 '냉부' 대표 춤꾼 정호영은 ""춤이 별로라는 말은 정말 기분 나쁘다""며 맞불을 놓아, 두 셰프의 물러설 수 없는 자존심을 건 대결의 결과가 더욱 궁금해진다.이어진 대결에서는 애주가 박병은을 위한 '안주 요리' 대결이 펼쳐져 기대를 모은다. 먼저 주량이 약한 것으로 유명한 최현석이 ""술은 잘 못하지만, 페어링은 자신 있다""며 예상 밖의 출전을 감행해 눈길을 끈다. 이에 맞서는 셰프계 소문난 주당 정지선은 ""안주도 술을 많이 마셔본 사람이 잘 만든다"", ""집에 있는 술값만 억 단위""라며 압도적인 자신감을 드러낸다.한편 박병은이 '냉부상사' 전무로 빙의해 폭소를 유발한다. 안주 요리의 비주얼에 감탄을 연발하던 박병은은 ""시식 전에 한잔하겠습니다""며 설레는 마음을 표한다. 그때 안정환이 건배사를 요청하자, 부끄러워하던 박병은은 순식간에 연기 모드로 돌입해 ""제가 지금은 전무인데 대표가 되는 그날까지, '박대표를 위하여!'""라고 외쳐 스튜디오는 웃음바다가 된다. 이어 도경수 역시 '냉부상사 도인턴'으로 완벽 몰입해 인턴 다운 주도를 보여줘 더욱 화기애애한 분위기를 만든다.네 명의 셰프가 펼치는 자존심 승부와 '냉부상사' 회식 현장은 오늘(13일) 밤 9시, JTBC '냉장고를 부탁해'에서 만나볼 수 있다."
927,"김준호, 김지민 웨딩 사진 [김지민 SNS. 재판매 및 DB 금지]코미디언 김준호와 김지민이 오늘(13일) 서울 강남구 그랜드 인터컨티넨탈 파르나스 호텔에서 결혼식을 올립니다.KBS 코미디언 선후배 사이로 만난 두 사람은 2022년 4월 교제 사실을 공개했습니다.이들은 청첩장에서 ""선후배로 만나 연인으로 함께 해온 소중한 시간들을 이제는 부부가 되어 영원한 시간들을 보내려고 한다""며 ""코미디언 부부답게 사는 게 참 재미있는 한 쌍이 되어보려 한다""고 전했습니다.김지민은 지난 7일 MBC 라디오 '두시의 데이트 안영미입니다'에서 김준호에 대해 ""개그를 열심히 하는 모습이 (좋았다)""며 ""부산 코미디 페스티벌도 본인이 준비하고 최초 1회로 시작해서 지금 13회까지 왔는데, 그런 것 보면서 남자로서 멋있었다""고 말했습니다.그는 또한 개그맨 부부로는 '25호'가 된다고도 덧붙였습니다.결혼식에는 하객 1,200여명이 참석하는 것으로 알려졌습니다.#개그우먼 #개그맨 #결혼연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23"
928,"NCT DREAM/사진=SMNCT DREAM/사진=SMNCT DREAM/사진=SM 제공NCT DREAM/사진=SM[헤럴드POP=박서현기자]NCT DREAM(엔시티 드림)이 네 번째 단독 콘서트를 성공적으로 마치며, 정규 5집 대서사의 막을 올렸다.NCT DREAM은 7월 10~12일 서울 고척스카이돔에서 ‘NCT DREAM TOUR’(2025 엔시티 드림 투어 <더 드림 쇼 4 : 드림 더 퓨처>)를 개최, 3회 공연 전석 매진으로 총 6만 관객이 운집했으며, 10일 일본, 타이베이, 홍콩 등 아시아 90여 개 상영관에서 진행된 라이브 뷰잉, 11~12일 비욘드 라이브 및 위버스 생중계, 12일 일본 KNTV 동시 중계 등을 통해 전 세계 팬들과 컴백 전야의 열기를 정점으로 끌어올렸다.특히 이번 공연은 정규 5집 ‘Go Back To The Future’(고 백 투 더 퓨처)의 시간 여행 테마를 바탕으로 과거와 미래, 그리고 새로운 차원을 넘나드는 여정을 입체적으로 표현, 시공간을 오가는 스펙터클한 스토리의 VCR, 고글 형상의 무대 디자인, 가로 105m, 세로 18m 규모의 초대형 LED 스크린, 곡 분위기에 따라 공연장 천장을 수놓은 미디어 파사드 연출까지, 고척돔을 하나의 미래 도시로 탈바꿈시키며 압도적인 스케일과 몰입감을 선사했다.NCT DREAM은 이번 공연에서 7월 14일 발표하는 정규 5집 더블 타이틀곡 ‘BTTF’(비티티에프 / 백 투 더 퓨처)와 ‘CHILLER’(칠러) 무대를 최초 공개해 폭발적인 호응을 얻었으며, ‘We Young’(위 영), ‘덩크슛’, ‘1, 2, 3’ 등 데뷔 초 발표곡 무대를 오랜만에 선사해 반가움을 더했고, ‘Smoothie’(스무디), ‘ISTJ’(아이에스티제이), ‘Ridin’ ’(라이딩) 등 역대 타이틀곡 무대까지, NCT DREAM의 모든 시간을 집약한 무대로 관객들에게 깊은 인상과 진한 여운을 남겼다.또한 거대한 성벽 구조물이 강렬한 분위기를 극대화한 ‘맛’, 대형 리프트로 스케일을 더한 ‘BOOM’(붐), 눈부신 에너지로 무대를 가득 채운 ‘Hello Future’ 등은 웅장한 편곡과 압도적인 군무, 곡 콘셉트와 어우러진 고퀄리티 연출로 감탄을 자아냈으며, 성숙한 카리스마가 느껴지는 ‘STRONGER’(스트롱거), ‘Best of Me’(베스트 오브 미), 환상적인 하모니가 돋보인 발라드 ‘별 밤’, ‘YOU’(유) 등 폭넓은 장르를 아우른 총 26곡의 무대로 ‘공연킹’ NCT DREAM의 명성을 다시금 입증했다.공연 말미 NCT DREAM은 “이번 콘서트를 준비하면서 정말 많은 시간과 노력을 쏟았는데, 시즈니(팬덤 별칭)가 행복해하는 모습을 보니 그 시간들이 다 보람 있게 느껴졌다. 앞으로도 여러분의 모든 시간 속에 오래도록 멋지게 기억되는 칠드림이 되겠다”라는 소감을 전했으며, “이번 콘서트로 정규 5집 활동을 본격적으로 시작하게 됐는데, 하반기엔 달릴 일만 남았으니 많은 기대 부탁드리고 함께 달릴 준비 해달라”라고 힘찬 포부를 전해 팬들의 열띤 호응을 이끌어냈다.네 번째 단독 콘서트를 성공적으로 마친 NCT DREAM은 7월 14일 정규 5집 ‘Go Back To The Future’를 발표하며, 가장 빛나는 ‘나’를 찾아 시간 여행을 떠나는 일곱 멤버의 서사를 총 9곡에 걸쳐 다채롭게 풀어낼 예정인 만큼 전 세계 팬들의 높은 관심을 얻을 것으로 보인다."
929,"[스타뉴스 | 김미화 기자]/사진=이시영 개인계정배우 이시영이 임신 소식을 전한 가운데, 아들과 뉴욕살이 중인 행복한 근황을 알렸다.이시영은 13 자신의 인스타그램에 뉴욕 일상 사진을 게재했다.공개된 사진 속 이시영은 지인들, 아들과 함께 노을을 바라보고 있다. 뉴욕의 일몰을 사진으로 담기 위해 붙어서 사진을 찍고 있는 모습이 정겨워 보인다.이시영은 최근 임신 후 전 남편의 아이를 임신했다고 알렸다. 현재 이시영은 아들 정윤 군과 한 달간 미국 뉴욕에서 한 달 살이를 한다고 밝힌 상황. 이시영은 ""오빠 집에 얹혀사는 중""이라고 말한 바 있다.이시영은 푸르른 정원에서 바비큐 파티를 하는 등 아들과 즐거운 일상을 보내고 있어 훈훈함을 안긴다. 특히 해먹에서 넘어져 환하게 웃고 있는 이시영의 유쾌한 모습이 시선을 끈다.한편 이시영은 최근 둘째 임신 중이라고 밝히며 ""상대방은 동의하지 않았지만, 제가 내린 결정에 대한 무게는 온전히 제가 안고 가려 한다""면서 ""제 손으로 보관 기간이 다 되어 가는 배아를 도저히 폐기할 수 없었다""고 했다.그는  ""쉽지 않았던 결혼생활 속에서도 버틸 수 있었던 건 단 하나, 저에게 꽉 찬 행복과 희망과 감동을 주는 천사 같은 아이가 있었기 때문""이라며 ""앞으로 수많은 어려움이 생길 수도 있고, 여러 가지 경우의 수에 대한 고민도 있었지만, 그 모든 것을 감안하더라도 지금 제 선택이 더 가치 있는 일이라 믿고 싶다. 지금 저는 저에게 와 준 새 생명에게 감사한 마음뿐이며, 그 어느 때보다 평안하고 행복한 시간을 보내고 있다""고 밝혔다."
930,"KBS 2TV '사장님 귀는 당나귀 귀'/KBS[마이데일리 = 강다윤 기자] '탈북사업가' 이순실이 '내 돈으로 내가 만든' 이북카세 5코스를 공개해 웃음을 자아낸다.13일 방송되는 KBS 2TV '사장님 귀는 당나귀 귀'(이하 '사당귀') 314회는 이순실이 '이모카세'로 알려진 김미령 셰프와 만나 매장 오픈을 위한 상차림과 메뉴를 배우며 이북카세 5코스를 공개한다.이 과정에서 이순실의 무대뽀 이북카세 제조에 전현무가 ""양아치다”라며 힐난했다고 해 관심이 집중된다. 이모카세로 알려진 김미령 셰프에게 한정식 상차림을 배운 이순실은 자신만의 북한 음식으로 이북카세를 선보이겠다고 큰소리를 친다.일명 속도전 떡으로 불리는 옥수수떡을 즉석에서 만들어 손님들의 입에 직접 넣어주더니 그 뒤에 찹쌀순대, 콩비지찌개까지 일사천리로 뚝딱뚝딱 만들어 모두를 깜짝 놀라게 한다. 그런데 이 모든 것은 자신의 공장에서 갖고 온 밀키트였던 것.김치, 누룽지탕까지 선보이던 이순실이 매 코스마다 당당하게 밀키트를 뜯어 그릇에 담자 이 모습을 확인 한 김미령 셰프가 혼비백산하고 만다. 김미령은 ""이거 직접 만든 거 아니에요?”라고 당황스러워하고, 이순실은 천연덕스러운 표정으로 ""내 공장에서 만든 거라서 내가 만든 거다”라며 '내돈내만'을 외쳤다고. 이에 전현무는 ""양아치구먼”이라고 응대해 정글같이 먹고 먹히는 '사당귀' 먹이사슬을 인증한다.전현무와 한 치의 양보 없는 말싸움을 펼치는 이순실이 이번에는 어떤 황당한 사건을 벌일지는 13일 오후 4시 40분 '사당귀' 본 방송을 통해 공개된다."
931,"사진 제공 = ENA ‘내 아이의 사생활’[헤럴드POP=박서현기자]도도남매 연우, 하영이가 조부모님과 앞으로 인생에 대해 깊은 대화를 나눈다.13일 방송되는 ENA 일요예능 ‘내 아이의 사생활’(이하 ‘내생활’)에서는 도도남매 연우, 하영이가 준비한 ‘손주 투어’ 2탄이 그려진다. 결혼 50주년을 맞은 할머니, 할아버지의 신혼여행지 경주를 찾아 새로운 추억을 쌓는 도패밀리의 모습이 시청자들에게도 웃음과 감동을 선사할 예정이다.손주투어 둘째 날 아침, 도도남매는 첫 코스로 족욕을 준비해 할머니, 할아버지를 감동하게 한다. 도경완은 “나도 한 번도 부모님 발을 안 닦아줬는데”라며 놀라워하고, 장윤정은 “하영이가 집에 와서 나한테도 족욕을 해줬다”라고 훈훈한 비화를 전한다.발을 씻어주는 손주들에게 조부모님은 결혼에 관한 이야기를 물어본다. “장가 언제 갈 거야?”라는 할아버지의 질문에 연우는 “곧 갈게요”라고 너스레를 떤다. 이어 연우는 이상형을 “저랑 호흡이 잘 맞으면 좋겠고, 청순한 느낌이 좋다”라고 말하며, 한 마디로 엄마라고 고백해 스튜디오를 웃음 바다로 만든다.반면 하영이는 “저는 결혼 같은 거 안 할 거예요”라는 단호하게 말해 눈길을 끈다. 하지만 이내 심사숙고하던 하영이는 “결혼해야 한다면 아빠랑 결혼할게요”라고 말한다. 이와 함께 공개되는 이유에 스튜디오의 도경완이 감동의 눈물을 글썽였다고 해 궁금증을 더한다.아침 식사를 하면서는 도경완에 대한 이야기가 나온다. 조부모님이 생각하는 아들 도경완을 낳고 제일 뿌듯했던 순간과, 속상했던 순간을 공유한다는데. 할머니는 가장 속상했던 순간을 “방송국 그만두고 프리랜서 한다고 할 때”라고 말해 그때의 이야기를 궁금하게 한다.한편 웃음과 눈물이 어우러진 도도남매의 손주 투어 마지막 이야기는 오늘(13일) 저녁 7시 50분 방송되는 ENA 일요예능 ‘내 아이의 사생활’에서 확인할 수 있다."
932,"[OSEN=최이정 기자] 걸그룹 블랙핑크가 컴백과 동시에 유튜브 차트 정상을 휩쓸며 글로벌 톱 아티스트로서 막강한 영향력을 입증했다.13일 유튜브가 발표한 최신 차트(2025.07.11)에 따르면 블랙핑크의 새 디지털 싱글 '뛰어(JUMP)'는 글로벌 유튜브 일간 인기 뮤직비디오 1위에 올랐다. 한국은 물론 주류 팝 시장인 미국, 영국, 캐나다 등 세계 각국에서 정상을 차지한 결과다.'뛰어(JUMP)' 뮤직비디오는 블랙핑크의 정체성을 녹여낸 스토리라인과 아이코닉한 연출, 한 편의 영화를 보는 듯한 역대급 스케일로 폭발적인 호응을 얻고 있다. 실제 지난 11일 오후 1시 공개와 동시에 유튜브 월드와이드 트렌딩 및 인기 급상승 음악 1위로 직행한 바 있다.또 발매 첫날 '24시간 내 가장 많이 본 동영상'에 등극해 현재까지 왕좌를 수성 중이며, 이틀도 채 되지 않아 조회수는 4000만 뷰를 넘어섰다. 블랙핑크 공식 유튜브 채널 구독자 수는 전 세계 아티스트 최다 수치인 9760만 명에 달하는 등 명실상부 '유튜브 퀸'의 독보적인 기록 행진을 이어가고 있다.유튜브뿐 아닌 각종 글로벌 지표에서의 성과도 두드러진다. '뛰어(JUMP)'는 아이튠즈 누적 56개 지역 송 차트 1위를 석권하며 월드와이드 차트 왕좌를 꿰찼고, 중국 최대 음원 사이트인 QQ뮤직을 비롯해 일본 AWA 등 현지 주요 플랫폼 정상에 이름을 올리며 존재감을 과시 중이다.한편 블랙핑크는 총 16개 도시·31회차에 걸친 'BLACKPINK WORLD TOUR '을 전개하고 있다. 최근 고양 첫 공연을 성공적으로 마친 이들은 12일·13일 로스앤젤레스에 이어 시카고, 토론토, 뉴욕, 파리, 밀라노, 바르셀로나, 런던, 가오슝, 방콕, 자카르타, 불라칸, 싱가포르, 도쿄, 홍콩 등 세계 각지의 스타디움급 공연장을 수놓으며 팬들과 교감한다./nyc@osen.co.kr[사진] YG엔터테인먼트"
933,"[스포츠조선닷컴 김준석 기자] 전 리듬체조 국가대표 손연재가 SNS를 통해 아기와의 비행기 탑승 중 겪은 현실 육아 고충을 털어놨다.사진 한 장에 담긴 '웃픈' 현실이 많은 부모들의 공감을 자아내고 있다.13일 손연재는 최근 자신의 SNS에 ""아기와 비행기 = 몸살 엔딩""이라는 글과 함께 기내에서 촬영한 사진을 공개했다.사진 속에는 좌석 앞 모니터를 발로 차는 아기의 모습이 담겨 있으며, 육아 중 마주하게 되는 현실적인 순간이 그대로 드러나 있다.특히 눈길을 끈 건 손연재가 비즈니스석이 아닌 일반석에 탑승했다는 점. 72억 원대 신혼집에 거주 중이메도 불구하고, 아이와 함께한 비행에서 더욱 '생활 밀착형' 육아 모습을 보여줘 화제를 모았다.누리꾼들은 ""72억 신혼집 살면서도 비즈니스 안 타는 현실파 엄마"", ""아이랑 타면 좌석 등급도 의미 없어지는 육아의 세계"", ""비즈니스 가도 애는 누워서 안 잔다…"" 등 현실적인 반응을 보이며 공감했다.한편 손연재는 지난 2022년 9살 연상 비연예인 금융인과 결혼했으며 슬하에 아들 한 명을 두고 있다.서울 용산구 이태원동 소재 단독주택을 남편과 공동명의로 72억 원에 매입해 화제를 모으기도 했다.또한 손연재는 최근 유튜브 채널을 오픈하고 소통에 나선 가운데 아들 준연 군의 얼굴 뿐만 아니라 아들의 방도 공개해 눈길을 끌었다."
934,"류학생 어남선의 방송 장면. 사진제공 | E채널몬스타엑스 멤버 기현이 출생에 얽힌 비화를 공개한다.그는 14일 방송 예정인 티캐스트 E채널 ‘류학생 어남선’을 통해 “태어날 때 특급 우량아였다”면서 “어머니가 저 낳으실 때 아버지가 같이 안 계셨다”고 털어놓는다.이에 ‘기혼남’ 류수영과 윤경호는 충격에 말을 잇지 못한다.그러자 기현은 “아버지가 백두산 출장을 가셨다고 하더라. 그래서 어머니가 아직도 그 이야길 하신다”고 뒷얘기를 전한다.류수영은 “(출산 때) 머리끄덩이 잡을 사람이 있어야 한다”며 기현 어머니의 마음에 공감했다. 윤경호도 “그게 평생 간다”며 끄덕인다.정답게 이야기를 나눈 세 남자는 시칠리아 전통 디저트 ‘그라니타’를 직접 만들기 위해 눈이 쌓여있는 에트나 화산에 등반한다.주변의 눈을 바구니에 가득 담고, 은색의 양동이를 가운데에 심었다. 그 안에 시칠리아 특산품인 블러드 오렌지 착즙 주스를 넣어 오랜 시간 저으면 전통 셔벗 디저트인 그라니타가 완성된다. 그라니타 마스터에게 비법을 전수받은 류수영은 “양은 냄비로 하면 되는 것 아니냐. 캠핑 가서 해도 되게 재밌겠다”며 새로운 레시피에 흥미로워 한다."
935,"[OSEN=최이정 기자] 배우 이윤미가 남편인 작곡가 주영훈, 그리고 세 딸과 함께한 따뜻한 가족 화보를 공개했다.이윤미는 12일 자신의 인스타그램에 “지금은 더 홀짝 커버리~ 보석 같은 딸들. 건강하게 씩씩하게~ 지금처럼 활짝 웃으며 살자”는 문구와 함께 여러 장의 가족 사진을 게재했다.공개된 화보 속 이윤미는 붉은 미니드레스를 입고 밝은 미소를 짓고 있으며, 남편 주영훈은 깔끔한 슈트 차림으로 함께 포즈를 취했다. 세 딸은 각각 개성 있는 스타일로 서 있으며, 첫째는 성숙한 분위기, 둘째와 셋째는 귀여운 매력을 뽐내며 완벽한 가족 케미를 보여줬다. 특히 이윤미의 변함없는 미모와 세 딸의 훈훈한 성장에 대한 칭찬이 이어졌다.이윤미는 평소에도 SNS를 통해 아이들과의 일상, 가족 간의 소소한 행복을 공유하며 많은 팬들과 소통 중이다.한편, 이윤미와 주영훈 부부는 2006년 결혼해 슬하에 세 딸을 두고 있다. 최근 주영훈은 급성충수염 진단을 받고 급히 충수절제술을 받기도 했다./nyc@osen.co.kr[사진] 이윤미 인스타그램"
936,"25일까지 작품 공모◇제2회 삼척해(海)랑 영화제 작품 공모가 오는 25일까지 이어진다. 올해 영화제는 다음달 30일과 31일 이틀에 걸쳐 열린다.제2회 삼척해(海)랑 영화제 작품 공모가 오는 25일까지 이어진다.‘TIME TO SEA:NEMA-짙푸른 바다, 영화의 파도’를 주제로 하는 올해 영화제는 다음달 30일과 31일 이틀에 걸쳐 열린다. 지난해 삼척해변 일원에서 열리며 시민과 관광객들의 큰 호응을 얻은 영화제는 올해도 다채로운 작품을 모집한다.작품 공모 주제는 자유로, 출품 자격 역시 경력과 나이, 국적의 제한을 두지 않는다. 단, 응모작은 표절이 없어야 하고, 저작권 등 문제를 해결한 작품이어야 한다. 해외 작품의 경우 제출 시 한국어 자막이 필수로 요구된다. 해랑영화제는 20편의 본선진출작을 선정한 뒤, 전문 심사를 거쳐 총 12편의 수상작을 선정할 계획이다. 대상작에는 300만원의 상금이 수여된다."
937,"[스포츠조선닷컴 정안지 기자] 방송인 이수근의 아내 박지연이 두 번째 신장 이식 수술을 앞두고 심경을 전했다.박지연은 13일 ""기사를 보고 많은 분들이 따뜻한 응원과 기도를 보내주셔서 정말 감사하다""며 많은 이들의 응원에 감사한 마음을 전했다.박지연은 ""최종 검사에서 이상이 없으면 다음 달 중순 쯤 두 번째 신장 이식을 받게 될 것 같다""며 ""아직도 마음이 복잡하고 조심스럽지만 잘 준비해보려 한다""고 전했다.이어 그는 ""아쉽게도 면역억제제를 복용해야 해서 그동안 해오던 면역에 좋은 요거균 사업과 사업장도 천천히 정리하고 있다""면서 ""사진 속처럼 밝은 마음으로 잘 이겨내겠다""고 다짐했다.또한 박지연은 해바라기 사진과 함께 ""급 해바라기 사진 보며 마음 정화""라며 수술을 앞둔 심경을 전하기도 했다.한편 박지연은 2008년 이수근과 결혼, 슬하 두 아들을 두고 있다. 박지연은 지난 2011년 둘째 아들 임신 당시 임신중독증으로 신장 기능에 이상이 생겨 친정아버지로부터 신장을 이식받았다. 하지만 이식된 신장이 제대로 자리 잡지 못해 현재까지 투석 치료를 받다 2021년 재이식을 위해 뇌사자 대기자 명단에 이름을 올렸다.이러한 가운데 친오빠가 신장 기증자로 나서며 박지연은 이달 중순 두 번째 신장 수술을 받을 예정이다.▶이하 박지연 SNS 글 전문기사를 보고 많은 분들이따뜻한 응원과 기도를 보내주셔서 정말 감사합니다???♀???최종 검사에서 이상이 없으면다음 달 중순쯤 두 번째 신장 이식을 받게 될 것 같아요아직도 마음이 복잡하고 조심스럽지만 잘 준비해보려 합니다.아쉽게도 면역억제제를 복용해야 해서그동안 해오던 면역에 좋은 요거균 사업과사업장도 천천히 정리하고 있어요사진 속처럼 밝은 마음으로 잘 이겨낼게요??#오늘도예쁜하루되세요"
938,"티캐스트 E채널 '류학생 어남선'/티캐스트 E채널[마이데일리 = 강다윤 기자] 그룹 몬스타엑스 기현이 ‘특급 우량아’였다는 사실 외에도 숨기고 있던 출생의 비밀을 전한다.14일 방송되는 티캐스트 E채널 '류학생 어남선'에서 류수영과 기현, 윤경호 삼형제가 시칠리아 전통 디저트 '그라니타' 만들기에 나선다.티캐스트 E채널 '류학생 어남선'/티캐스트 E채널이날 기현은 ""어머니가 저 낳으실 때 아버지가 같이 안 계셨다""고 고백했다. '유부남즈' 류수영과 윤경호는 말을 잇지 못했다. 그러자 기현은 ""아버지가 백두산 출장을 가셨다고 하더라. 그래서 어머니가 아직도 그 이야길 하신다""고 뒷얘기를 전했다.이에 류수영은 ""(출산 때) 머리끄덩이 잡을 사람이 있어야 한다""며 기현 어머니의 마음에 공감했다. 윤경호도 ""그게 평생 간다""며 끄덕였다.이후 삼형제는 시칠리아 전통 디저트 ‘그라니타’를 직접 만들기 위해 눈이 쌓여있는 에트나 화산에 등반했다. 주변의 눈을 바구니에 가득 담고, 은색의 양동이를 가운데에 심었다. 그 안에 시칠리아 특산품인 블러드 오렌지 착즙 주스를 넣어 오랜 시간 저으면 전통 셔벗 디저트인 그라니타가 완성됐다.그라니타 마스터에게 비법을 전수받은 류수영은 ""양은 냄비로 하면 되는 것 아니냐. 캠핑 가서 해도 되게 재밌겠다""며 새로운 레시피에 흥미로워했다.'류학생 어남선'은 매주 월요일 오후 9시 E채널에서 방송된다."
